"","Season","Team","Level","Age","G","PA","HR","R","RBI","SB","BB.","K.","AVG","OBP","SLG","wrcPlus","HitterQuality"
"1",2019,"LAA","MLB",27,134,600,45,110,104,11,"18.30%","20.00%",0.291,0.438,0.645,177,99.6296296296296
