"","Name","Season","Team","Level","Age","G","PA","HR","R","RBI","SB","BB.","K.","AVG","OBP","SLG","wrcPlus","WAR","HitterQuality"
"1","Mike Trout",2019,"LAA","MLB",27,134,600,45,110,104,11,"18.30%","20.00%",0.291,0.438,0.645,177,8.4,177
